text,labels
"ugreen-100w-usb-type-c-to-usb-c-cable-for-macbook-iphone17-16-ipad-samsung-xiaomi-pd-fast-charging-charger-cord-5a-e-marker-chip UGREEN 100W USB Type C To USB C Cable For MacBook iPhone17 16 iPad Samsung Xiaomi PD Fast Charging Charger Cord 5A E-Marker Chip  SPECIFICATIONS   100W Output Current :  20V5A(100W)    60W Output Current :  20V/3A (60W)    Brand Name :  UGREEN    Certification :  CE,FCC,RoHS    Choice :  yes    Connector A :  Type-C    Connector B :  Type-C    Data Transmission :  480Mbps(40MB/s)    Features :  Fast Charge Cable    Function :  Support Quick Charge 4.0 3.0    Function 1 :  USB C to USB Type C Cable for Samsung S20 S10 S9    Function 2 :  USB C Cable for Macbook Pro 13.3 16 iPad Pro 2020 2019    Function 3 :  Type-C Cable for Huawei MacBook X Pro/MacBook 13    Function 4 :  USB-C Cable for Xiaomi Pro/Xiaomi Air    Function 5 :  USB-C Cable for iPhone 17/16/15 Series    Has Retail Package :  Yes    Hign-concerned Chemical :  None    Item Name :  100W/60W USB C to USB C Cable    Length :  0.5M(1.64 FT)/1M(3.28 FT)/2M(6.56FT)    Material :  PVC,Braid,Aluminum+Nylon Braided Wire    Maximum Current :  5A    Model no :  US261/US255/US286/US316    Origin :  Mainland China    USB Standard :  USB 2.0 PD Cable    semi_Choice :  yes",C0dejunky
"laptop-sleeve-case-11-12-13-14-15-6-inch-for-huawei-asus-hp-dell-notebook-bag-carrying-bag-macbook-air-pro-13-3-protective-case Laptop Sleeve Case 11 12 13 14 15.6 inch For Huawei Asus HP DELL Notebook bag Carrying Bag Macbook Air Pro 13.3 Protective Case  SPECIFICATIONS   Applicable Models :  MacBook Pro 13,MacBook Pro 15,MacBook Air 13,MacBook Air 11,MacBook Pro 14,MacBook Air 12,MacBook 12    Brand Name :  NoEnName_Null    Choice :  yes    Closure Type :  Zipper    Gender :  Unisex    Hign-concerned Chemical :  None    Material :  Cotton    Model Number :  Laptop Sleeve Case    Origin :  Mainland China    Package :  Yes    Pattern Type :  Solid    Style :  Liner Sleeve,Casual    Type :  Laptop Sleeve",C0dejunky
"tablet-sleeve-bag-for-ipad-pro-12-9-11-ipad-10th-air-5-4-3-10-9-10-2-inch-9th-8th-7th-generation-2021-2022-tablet-bag-pouch Tablet Sleeve Bag For iPad Pro 12 9 11 iPad 10th Air 5 4 3 10.9 10.2 inch 9th 8th 7th Generation 2021 2022 Tablet Bag Pouch  SPECIFICATIONS   Application Laptop Size :  12.9""    Battery Included :  No    Brand Name :  raugee    Choice :  yes    Compatible Brand :  For Apple iPad    Feature :  Waterproof,Shockproof,Drop resistance,Anti-Dust,Soft    Hign-concerned Chemical :  None    Material :  Nylon    Model Number :  For iPad bag    Origin :  Mainland China    Package :  Yes    Style :  Fashion    Type :  Shoulder/Messenger Bag",C0dejunky
"tablet-sleeve-bag-9-11-inch-for-xiaomi-pad-5-pro-ipad-air-pro-11-13-m4-m2-10th-9-8-10-2-for-samsung-huawei-shockproof-pouch-bags Tablet Sleeve Bag 9-11 inch for XiaoMi Pad 5 Pro iPad Air Pro 11 13 M4 M2 10th/9/8 10.2 For Samsung Huawei Shockproof Pouch Bags  SPECIFICATIONS   Application Laptop Size :  11""    Battery Included :  No    Brand Name :  EGYAL    Choice :  yes    Compatible Brand :  Xiaomi    Feature :  Waterproof,Drop resistance,Anti-Dust,Shockproof,Soft    Hign-concerned Chemical :  None    Length :  30    Material :  Nylon    Model Compatibility :  Galaxy Tab S6 Lite 4G,ipad 8th(2020),iPad 6th(2018),iPad Pro 11"" 3rd(2021),Galaxy Tab S7 WLAN,iPad Pro 9.7"" (2016),iPad Air 4th(2020),iPad Air 2nd(2014),iPad Air 1st(2013),ipad mini 6th,iPad Pro 11"" 2nd(2020),Galaxy Tab S5e WLAN (Wifi),iPad Pro 11"" 1st(2018),iPad 10th(2022),iPad 9th(2021),iPad 2nd(2011),iPad Air 3rd(2019),Ipad Mini 2nd,iPad 1st(2010),iPad 4th(2012),iPad 3rd(2012),Galaxy Tab S6 Lite WLAN (Wifi),iPad mini 1st,iPad 5th(2017),iPad Air 5th(2022),iPad mini 4th,iPad Pro 11"" 4th(2022),iPad 7th(2019),iPad Pro 10.5"" (2016),iPad mini 5th,iPad mini 3rd,Galaxy Tab S8 5G,Galaxy Tab S6,Galaxy Tab S8    Origin :  Mainland China    Package :  Yes    Pattern Type :  Solid    Style :  Fashion    Type :  Sleeve/Pouch    Width :  22    semi_Choice :  yes",C0dejunky
"for-ipad-a16-case-11th-10th-gen-with-pencil-holder-funda-ipad-air-11-pro-11-m3-m2-4-5-10-9-10-2-9-7-smart-cover-glittering-shell For iPad A16 Case 11th 10th Gen With Pencil Holder Funda iPad Air 11 pro 11 M3 M2 4 5 10.9 10.2 9.7 Smart Cover Glittering Shell  SPECIFICATIONS   Application Laptop Size :  11""    Battery Included :  No    Brand Name :  Greliana    Choice :  yes    Compatible Brand :  For Apple iPad    Feature :  Shockproof,Drop resistance,Anti-Dust,Soft,Hard    For IPad Model :  iPad Pro 11 inch    Hign-concerned Chemical :  None    Length :  11    Material :  Leather    Model Compatibility :  2024IPadAir11-inch（M2),iPad 6th(2018),iPadAir11（M3 2025),iPad Pro 11"" 3rd(2021),iPad11(A1 62025),iPad10th 2022,iPad Air 4th(2020),iPad Air 2nd(2014),iPad Air 1st(2013),iPad Pro 11"" 2nd(2020),iPad Pro 11"" 1st(2018),iPad 10th(2022),iPad 9th(2021),iPad 5th(2017),iPad Air 5th(2022),iPad Pro 11"" 4th(2022),iPad 7th(2019)    Model Number :  for ipad air 11 case    Origin :  Mainland China    Package :  No    Pattern Type :  Solid    Style :  Fashion    Type :  Protective Shell/Skin    for ipad 11th gen A16 11 Sparkling Case :  for ipad PRO 11 2018 Sparkling Case    for ipad 7th generation 10.2 Sparkling Case :  for ipad 8th generation 10.2 Sparkling Case    for ipad 9.7 5th 2017 Sparkling Case :  for ipad 9.7 6th 2018 Sparkling Case    for ipad 9th generation 10.2 Sparkling Case :  for ipad 10th gen 10.9 Sparkling Case    for ipad AIR 11 M3 Sparkling Case :  for ipad AIR 4th 10.9 Sparkling Case    for ipad AIR 5th 10.9 Sparkling Case :  for ipad 10th 10.9 2022 Sparkling Case    for ipad PRO 11 2020 Sparkling Case :  for ipad PRO 11 2021 Sparkling Case    for ipad PRO 11 2022 Sparkling Case :  for ipad AIR 11 M2 Sparkling Case    for ipad air 2 9.7 Sparkling Case :  for ipad air 1 9.7 Sparkling Case",C0dejunky
new-anti-scratch-stickers-for-samsung-galaxy-z-fold7-6-5-4-3-fold5-fold4-protective-decal-skin-cover-back-film New Anti-Scratch Stickers For Samsung Galaxy Z Fold7 6 5 4 3 Fold5 Fold4 Protective Decal Skin Cover Back Film  SPECIFICATIONS   Brand Name :  NoEnName_Null    Choice :  yes    Features :  Anti-Scratch    Hign-concerned Chemical :  None    Origin :  Mainland China    Screen protector helper :  None    Screen protectors material :  Hydrogel Film    Type :  Back film    semi_Choice :  yes,C0dejunky
"back-phone-cover-funda-case-for-samsung-galaxy-flip3-flip6-z-flip-7-6-5-4-3-flip4-flip7-fe-flip5-marvel-iron-man-sqiderman Back Phone Cover Funda Case for Samsung Galaxy Flip3 Flip6 Z Flip 7 6 5 4 3 Flip4 Flip7 FE Flip5 Marvel Iron Man Sqiderman  SPECIFICATIONS   Brand Name :  MARVEL    Choice :  yes    Color :  Black    Design :  Cartoon,Logo,Pictorial,Anime,Floral,Animal,Plain    Drop Shipping :  Support    Features :  Matte / Anti-Glare    Hign-concerned Chemical :  None    Main Material :  Pc + tpu    Material :  Hard PC Phone Case    Origin :  Mainland China    Phone Case 1 :  for Galaxy ZFlip Case    Phone Case 2 :  for Galaxy ZFlip 5G Case    Phone Case 3 :  for Galaxy ZFlip3 5G Case    Phone Case 4 :  for Galaxy ZFlip4 Case    Phone Case 5 :  for Galaxy ZFlip4 5G Case    Phone Case 6 :  for Galaxy ZFlip5 5G Case    Phone Case 7 :  for Galaxy ZFlip6 5G Case    Phone Case8 :  for Galaxy ZFlip7 5G Case    Quality :  High Quality A++++    Type :  Flip Case    semi_Choice :  yes",C0dejunky
phone-case-for-for-iphone-16-15-14-13-12-11-pro-max-funny-cute-frying-pan-3d-cartoon-pot-shockproof-hard-luxury-cover Phone Case for  for Iphone 16 15 14 13 12 11 Pro Max Funny Cute Frying Pan 3D Cartoon Pot Shockproof Hard luxury Cover  SPECIFICATIONS   Brand Name :  SHIMANG    Design :  Plain    Features :  Anti-Scratch    Hign-concerned Chemical :  None    Main Material :  Thermoplastic polyurethane    Origin :  Mainland China    Type :  3D Case,C0dejunky
emily-in-paris-3d-retro-camera-leather-case-for-iphone-11-13-14-15-pro-max-12-mini-xs-xr-x-7-8-plus-se-2022-ipones-accessories Emily In Paris 3D Retro Camera Leather Case for IPhone 11 13 14 15 Pro Max 12 Mini XS XR X 7 8 Plus SE 2022 IPones Accessories  SPECIFICATIONS   Brand Name :  NoEnName_Null    Choice :  yes    Design :  Plain    Features :  With Lanyard    Hign-concerned Chemical :  None    Origin :  Mainland China    Type :  3D Case,C0dejunky
"pink-bow-pattern-silicone-phone-case-for-iphone-16-17-pro-max-15-14-13-12-11-pro-max-16e-x-xs-xr-7-8-plus-butterfly-charm-cover Pink Bow Pattern Silicone Phone Case For iPhone 16 17 Pro Max 15 14 13 12 11 Pro Max 16E X XS XR 7 8 Plus Butterfly Charm Cover  SPECIFICATIONS   Brand Name :  NoEnName_Null    Choice :  yes    Design :  Plain,Cartoon,Animal    Features :  Anti-Fingerprint,Anti-Scratch,Dustproof,With Lanyard,Matte / Anti-Glare,Non-Slip    Hign-concerned Chemical :  None    Main Material :  Pc + tpu    Origin :  Mainland China    Type :  3D Case    semi_Choice :  yes",C0dejunky
"wall-mounted-toilet-brush-replacement-long-handled-silicone-toilet-brushes-quick-drying-soft-bristles-toilet-bidet-bathroom-set Wall Mounted Toilet Brush Replacement Long Handled Silicone Toilet Brushes Quick Drying Soft Bristles Toilet Bidet Bathroom Set  SPECIFICATIONS   Brand Name :  woobrice    Choice :  yes    Feature :  Stocked,Eco-Friendly    Hign-concerned Chemical :  None    Is Smart Device :  No    Model Number :  Toilet Brush    Origin :  Mainland China    all for bath and toilet :  Toilet brush black toilet brush holder wc brush silicone    bathroom cleaning brush :  toilet silicone brush toilet cleaning tool cleaning silicone toilet br    bathroom cleaning tools :  wall mounted toilet brush toilet brush for toilets toilet brush for to    build in wall toilet brush :  toilet brush wcblack toilet brush gray toilet    cleaning silicone toilet brush :  toilet broom toilet toilet cleaning brush silicone toilet cleaner    flexible silicone toilet brush :  toilet brush black hanging toilet brush black matt toilet stand brush    flexible toilet brush made of silicone :  toilet brush silicone with holder bathroom toilet brush no dead ends    hanging toilet brush :  toalet brush for wc silicon toilet brush    semi_Choice :  yes    toalet brush :  toilet brush holder wc cute toilet brush wall hanging toilet brush    toilet brush :  silicone toilet brush silicone brush for toilet toilet brushes wc    toilet brush adhesive to the wall :  toilet brush for under the edge silicone toilet silicone toilet brush    toilet brush and holder set :  brush for toilet toilet toilet bowl cleaner brush toilet brushes    toilet brush brush :  Cleaning supplies toilet brush toilet brush toilet brush replacement    toilet brush cleaning wc :  toilet brushes cleaner wall toilet brush    toilet brush for toilet :  black toilet brush bathroom sanitary brush toilet accessories bathroom    toilet brush silicone :  brush for toilet silicone brush for wc toilet brush wc    toilet wash brush :  toilet cleaning brush black clean toilet brush toilet brush white    wall hanging toilet brush :  toilet brush for wc yellow toilet brush white toilet brush",C0dejunky
sponge-pillow-tablet-holder-for-ipad-samsung-huawei-xiaomi-tablet-holder-mobile-phone-support-pillow-multi-angle-reading-stand Sponge Pillow Tablet Holder for IPad Samsung Huawei Xiaomi Tablet Holder Mobile Phone Support Pillow Multi-angle Reading Stand  SPECIFICATIONS   Brand Name :  Homhu    Choice :  yes    Hign-concerned Chemical :  None    Model Number :  Tablet Stand    Origin :  Mainland China    Package :  Yes,C0dejunky
"4g-smartphone-original-vivo-y50-8gb-128gb-5000mah-6-51inch-2340x1080px-cpu-snapdragon-13mp-16mp-4-cameras-android 4G Smartphone Original VIVO Y50 8GB 128GB 5000mAh 6.51inch 2340x1080px CPU Snapdragon 13MP + 16MP 4 Cameras Android  SPECIFICATIONS   3.5mm Headphone Port :  Yes    Battery Capacity Range :  4500-5999 mAh    Battery Capacity(mAh) :  5000    Battery Type :  Not Detachable    Biometrics Technology :  Fingerprint Recognition,Face Recognition    Brand Name :  VIVO    Built-in GPS :  Yes    Cellular :  3G,2 G,4G    Certification :  CE,FCC,RoHS,KC    Charging Interface Type :  Type-C    Charging Power :  18W    Design :  Bar    Display Resolution :  2340x1080    Display Size :  6.53    Fast Charging :  Dash Charge    Front Camera Pixel :  16MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    Item Condition :  Used    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English    Memory Card Type :  Shared with SIM slot    Operation System :  Android    Origin :  Mainland China    Other Features :  Photograph Phone    Rear Camera Pixel :  13mp    Rear Camera Quantity :  3    SIM Card Quantity :  2 SIM Card    Screen Material :  LCD    Screen Type :  Full Screen    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  No    vivo Model :  VIVO Y50 4G",128GB|13MP|16MP|8GB|Mobile Phone|Vivo
"oppo-find-x3-5g-smart-phone-6-7-120hz-amoled-nfc-snapdragon-870-50mp-65w-supervooc-8gb-ram-256gb-rom-original-used-phone Oppo Find X3 5g Smart Phone 6.7"" 120HZ AMOLED NFC Snapdragon 870 50MP 65W SuperVOOC 8GB Ram 256GB Rom Original used phone  SPECIFICATIONS   2G :  GSM 850/900/1800/1900    3.5mm Headphone Port :  No    3G :  WCDMA 1/2/4/5/6/8/19    4G :  FDD LTE 1/2/3/4/5/7/8/12/13/17/18/19/20/26/28/66    5G :  n1/n2/n3/n5/n7/n8/n12/n20/n28/n38/n40/n41/n66/n77/n78/n79    Battery Capacity Range :  4500-5999 mAh    Battery Capacity(mAh) :  4500    Battery Type :  Not Detachable    Biometrics Technology :  In-Screen Fingerprint Recognition,Face Recognition    Bluetooth Version :  YES    Brand Name :  OPPO    Built in radiator :  Yes    Built-in GPS :  Yes    CPU Model :  qualcomm    Cellular :  3G,2 G,4G,5 G    Charging Interface Type :  Type-C    Charging Power :  65W    Design :  Bar    Display Resolution :  3216x1440    Display Size :  6.7    Fast Charging :  OPPO SuperVOOC,Other    Front Camera Pixel :  32MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  Used    Language :  Arabic,Russian,French,Korean,Japanese,English,English,Russian,German,French,Spanish,Polish,Portuguese,Italian,Turkish,Norwegian,Korean,Japanese,Arabic    Memory Card Type :  Not Supported    NFC :  Yes    OPPO Model :  Oppo Find X3    Operation System :  Android    Origin :  Mainland China    Other Features :  Photograph Phone,5G Mobile Phone,Fast Charging Phone    Qualcomm Model :  Snapdragon 865 Plus    Rear Camera Pixel :  Other    Rear Camera Quantity :  4    Rear camera :  50MP    SIM Card Quantity :  2 SIM Card    Screen Material :  AMOLED    Screen Refresh Rate :  120 Hz    Screen Type :  Curved Screen,Full Screen    Touch Screen :  Yes,Yes    Video recording resolution :  FullHD (1080p) 30 fps,4K (2160p) 30 fps,4K (2160p) 60 fps,FullHD (1080p) 60 fps    WIFI :  Yes    Wi-Fi Transmission Standard :  802.11n 2.4GHz/5 GHz    Wireless Charging :  Yes",256GB|32MP|50MP|8GB|C0dejunky|Mobile Phone
"new-vivo-x200-ultra-chinese-version-snapdragon-8-elite-6-82-120hz-amoled-display-50mp-ois-camera-6000mah-90w-supercharge-nfc New Vivo X200 Ultra Chinese Version Snapdragon 8 Elite 6.82'' 120Hz AMOLED Display 50MP OIS Camera 6000mAh 90W SuperCharge NFC  SPECIFICATIONS   3.5mm Headphone Port :  No    Battery Capacity Range :  6000-7499mAh    Battery Capacity(mAh) :  6000MAH    Battery Type :  Not Detachable    Biometrics Technology :  Face Recognition    Bluetooth Version :  YES    Brand Name :  VIVO    Built-in GPS :  No    Cellular :  3G,2 G,4G,5 G    Charging Interface Type :  Type-C    Charging Power :  Other    Design :  Bar    Display Resolution :  3168*1440    Display Size :  6.82    Fast Charging :  Dash Charge    Front Camera Pixel :  50MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  New    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English,Spanish    NFC :  Yes    Operation System :  Android    Origin :  Mainland China    Rear Camera Pixel :  200MP,50MP    Rear Camera Quantity :  3    SIM Card Quantity :  2 SIM Card    Screen Material :  AMOLED    Screen Refresh Rate :  120 Hz    Screen Type :  Full Screen    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  Yes    vivo Model :  Vivo X200 Ultra",200MP|50MP|C0dejunky|Mobile Phone
"new-vivo-iqoo-z10-turbo-turbo-dimensity-9400-5g-6-78-2800x1260-144hz-amoled-90w-supervooc-8000mah-originos-5-google-play NEW VIVO IQOO Z10 Turbo+ Turbo + Dimensity 9400+ 5G 6.78'' 2800X1260 144Hz AMOLED 90W SuperVOOC 8000mAh OriginOS 5 Google Play  SPECIFICATIONS   3.5mm Headphone Port :  Yes    Battery Capacity Range :  7500+ mAh    Battery Capacity(mAh) :  8000    Battery Type :  Not Detachable    Biometrics Technology :  Face Recognition    Bluetooth Version :  YES    Brand Name :  OPPO    Built-in GPS :  Yes    CPU Model :  qualcomm    Cellular :  3G,2 G,4G,5 G    Charging Interface Type :  Type-C    Charging Power :  Other    Design :  Bar    Display Resolution :  2800x1260    Display Size :  6.78    Fast Charging :  Supercharge    Front Camera Pixel :  16MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    IP68/IP69K :  Yes    Item Condition :  New    Language :  Arabic,Russian,French,Korean,Portuguese,Japanese,Spanish,English    Memory Card Type :  Not Supported    NFC :  Yes    Operation System :  Android    Origin :  Mainland China    Other Features :  5G Mobile Phone    Rear Camera Pixel :  50MP    Rear Camera Quantity :  2    SIM Card Quantity :  2 SIM Card    Screen Material :  AMOLED    Screen Refresh Rate :  144 Hz    Screen Type :  Normal Screen    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  No",16MP|50MP|C0dejunky
"in-stock-vivo-iqoo-z10-turbo-pro-smart-phone-120w-charge-7000mah-battery-6-78-amoled-144hz-50-0mp-camera-snapdragon-8s-gen-4 In Stock Vivo Iqoo Z10 Turbo Pro Smart Phone 120W Charge 7000mAh Battery 6.78"" AMOLED 144HZ 50.0MP Camera Snapdragon 8S Gen 4  SPECIFICATIONS   2G :  GSM 850/900/1800    3.5mm Headphone Port :  No    3G :  WCDMA B1/B5/B6/B8/B19    4G :  FDD LTE B1/B3/B5/B8/B19/B28A    5G :  n1/n3/n5/n8/n28A/n34/n38/n39/n40/n41/n48/n77/n78    Battery Capacity Range :  6000-7499mAh    Battery Capacity(mAh) :  7000    Battery Type :  Not Detachable    Biometrics Technology :  Fingerprint Recognition,Face Recognition    Bluetooth Version :  YES    Brand Name :  VIVO    Built in radiator :  Yes    Built-in GPS :  Yes    CPU :  snapdragon 8s gen 4    CPU Model :  qualcomm    Cellular :  3G,2 G,4G,5 G    Certification :  CE    Charging Interface Type :  Type-C    Charging Power :  120W    Design :  Bar    Display Resolution :  2800x1260    Display Size :  6.78    Fast Charging :  Supercharge    Front Camera Pixel :  16MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  New    Language :  Arabic,German,Russian,French,Korean,Portuguese,Japanese,Spanish,English    MIL-STD-810G :  Yes    Memory Card Type :  Not Supported    Model Name :  Vivo Iqoo z10 turbo pro    NFC :  Yes    OS :  Android 15.0    Operation System :  Android    Origin :  Mainland China    Other Features :  Optical Stabilization,Game Phone,Photograph Phone,5G Mobile Phone,Fast Charging Phone,Sports Phone    Rear Camera Pixel :  50MP    Rear Camera Quantity :  2    SIM Card Quantity :  2 SIM Card    Screen Material :  AMOLED    Screen Refresh Rate :  144 Hz    Screen Type :  Full Screen    Touch Screen :  Yes    WIFI :  Yes    Wi-Fi Transmission Standard :  802.11ax,802.11ac,802.11n 2.4GHz/5 GHz,802.11n 2.4 GHz,802.11b/g,802.11a    Wireless Charging :  No    vivo Model :  Iqoo Z10 Turbo Pro",0MP|16MP|50MP|C0dejunky
"in-stock-vivo-iqoo-neo-10-smart-phone-6-78-amoled-144hz-120w-charge-snapdragon-8-gen-3-ota-6100mah-50-0mp-camera-android-15-0 In Stock Vivo Iqoo Neo 10 Smart Phone 6.78"" AMOLED 144HZ 120W Charge Snapdragon 8 Gen 3 OTA 6100mAh 50.0MP Camera Android 15.0  SPECIFICATIONS   2G :  GSM 850/900/1800/1900    3.5mm Headphone Port :  No    3G :  WCDMA B1/B4/B5/B8/B19    4G :  FDD LTE B1/B3/B4/B5/B7/B8/B18/B19/B26/B28A    5G :  n1/n3/n5/n8/n28A/n38/n40/n41/n77/n78    Battery Capacity Range :  6000-7499mAh    Battery Capacity(mAh) :  6100    Battery Type :  Not Detachable    Biometrics Technology :  Fingerprint Recognition    Bluetooth Version :  YES    Brand Name :  VIVO    Built in radiator :  Yes    Built-in GPS :  Yes    CPU Model :  qualcomm    Cellular :  3G,2 G,4G,5 G    Certification :  CE    Charging Interface Type :  Type-C    Charging Power :  120W    Design :  Bar    Display Resolution :  2800x1260    Display Size :  6.78    Fast Charging :  Supercharge    Front Camera Pixel :  16MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  New    Language :  Arabic,German,Russian,French,Korean,Portuguese,Japanese,Spanish,English,English,Russian,German,French,Spanish,Portuguese,Italian,Korean,Japanese,Arabic    MIL-STD-810G :  Yes    Memory Card Type :  Not Supported    NFC :  Yes    Operation System :  Android    Origin :  Mainland China    Other Features :  Optical Stabilization,Game Phone,Photograph Phone,5G Mobile Phone,Fast Charging Phone,Sports Phone    Rear Camera Pixel :  50MP    Rear Camera Quantity :  2    SIM Card Quantity :  2 SIM Card    Screen Material :  AMOLED    Screen Refresh Rate :  144 Hz    Screen Type :  Full Screen    Touch Screen :  Yes,Yes    WIFI :  Yes    Wi-Fi Transmission Standard :  802.11n 2.4GHz/5 GHz    Wireless Charging :  No    cpu :  Snapdragon 8 gen 3    model name :  vivo iqoo neo 10    os :  android 15.0    vivo Model :  Iqoo Neo 10",0MP|16MP|50MP|C0dejunky
"global-vision-s25-ultra-smartphone-5g-android-12-8gb-ram-512gb-rom-6-8-inch-phone-1920x1080hd-24-48mp-4-5g-network-mobile-phones Global Vision S25 Ultra Smartphone 5G Android 12 8GB RAM 512GB ROM 6.8 Inch Phone 1920x1080HD 24+48MP 4 5G Network Mobile Phones  SPECIFICATIONS   3.5mm Headphone Port :  No    Battery Capacity Range :  4500-5999 mAh    Battery Capacity(mAh) :  5800    Battery Type :  Not Detachable    Biometrics Technology :  Fingerprint Recognition,Face Recognition    Bluetooth Version :  YES    Brand Name :  fuffi    Built in radiator :  Yes    Built-in GPS :  Yes    CPU Model :  MTK    Cellular :  3G,2 G,4G    Charging Interface Type :  Type-C    Charging Power :  45W    Design :  Flip,Bar    Display Resolution :  1920x1080    Display Size :  6.8""    Fast Charging :  Adaptive Fast Charge    Front Camera Pixel :  24MP    Front Camera Quantity :  1    Fuffi Model :  S25 Ultra    Hign-concerned Chemical :  None    IP68/IP69K :  Yes    Item Condition :  New    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English    MIL-STD-810G :  No    NFC :  No    Operation System :  Android    Origin :  Mainland China    Other Features :  EIS stabilization,Optical Stabilization,Photograph Phone,Fast Charging Phone,Sports Phone    Rear Camera Pixel :  48Mp    Rear Camera Quantity :  3    SIM Card Quantity :  2 SIM Card    Screen Material :  AMOLED    Screen Refresh Rate :  120 Hz    Screen Type :  Flexible Screen    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  No",24MP|48MP|512GB|8GB|C0dejunky
"samsung-galaxy-note9-note-9-n960f-512gb-rom-8gb-ram-octa-core-6-4-global-version-nfc-original-4g-lte Samsung Galaxy Note9 Note 9 N960F 512GB ROM  8GB RAM Octa Core 6.4"" Global Version NFC Original 4G LTE  SPECIFICATIONS   3.5mm Headphone Port :  Yes    Battery Capacity Range :  3500-4499 mAh    Battery Capacity(mAh) :  4000    Battery Type :  Not Detachable    Biometrics Technology :  Fingerprint Recognition    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  Yes    Built-in GPS :  Yes    CPU Model :  SAMSUNG    Cellular :  3G,2 G,4G    Certification :  CE,FCC    Charging Interface Type :  Type-C    Charging Power :  Other    Design :  Bar,Bar    Display Resolution :  1440x2960    Display Size :  6.4    Fast Charging :  Adaptive Fast Charge    Front Camera Pixel :  2 MP,8MP    Front Camera Quantity :  2    Google play store :  Yes    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  Used    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English,English,Russian,German,French,Spanish,Polish,Portuguese,Italian,Turkish,Norwegian,Korean,Japanese,Arabic    Memory Card Type :  Dedicated slot    NFC :  Yes    Operation System :  Android    Origin :  VN(Origin)    Other Features :  Optical Stabilization,Photograph Phone,Fast Charging Phone    Rear Camera Pixel :  12mp    Rear Camera Quantity :  2    Refurbished item grade :  Excellent    SAMSUNG Model :  Exynos 9810    SIM Card Quantity :  1 SIM Card    Samsung Model :  Galaxy note 9    Samsung Pay :  Yes    Screen Material :  AMOLED    Screen Type :  Curved Screen,Normal Screen    Touch Screen :  Yes,Yes    WIFI :  Yes    Wi-fi :  Yes    Wireless Charging :  Yes",12MP|2MP|512GB|8GB|8MP|C0dejunky
"samsung-galaxy-a32-5g-a326u1-a326u1-ds-6-5-4gb-ram-64gb-rom-nfc-octa-core-original-unlocked-android-cell-phone Samsung Galaxy A32 5G A326U1 A326U1/DS 6.5"" 4GB RAM 64GB ROM NFC Octa Core Original Unlocked Android Cell Phone  SPECIFICATIONS   3.5mm Headphone Port :  Yes    Battery Capacity Range :  4500-5999 mAh    Battery Capacity(mAh) :  5000    Battery Type :  Not Detachable    Biometrics Technology :  Side-Mounted    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  Yes    Built-in GPS :  Yes    CPU Model :  MTK    Cellular :  3G,2 G,4G,5 G    Certification :  CE,FCC,RoHS    Charging Interface Type :  Type-C    Charging Power :  Other    Design :  Bar,Bar    Display Resolution :  2400x1080    Display Size :  6.5    Fast Charging :  Quick Charge 2.0    Front Camera Pixel :  13mp    Front Camera Quantity :  1    Google Play Store :  Yes    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  Used    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English,English,German,French,Spanish,Portuguese,Italian,Korean,Japanese    MTK Model :  Dimensity 720 MT6853    Memory Card Type :  Dedicated slot    NFC :  Yes    Operation System :  Android    Origin :  VN(Origin)    Other Features :  Optical Stabilization,Photograph Phone,5G Mobile Phone,Fast Charging Phone    Rear Camera Pixel :  48Mp,8MP,5 MP    Rear Camera Quantity :  4    SIM Card Quantity :  1 SIM Card    Samsung Model :  Galaxy A32 5G    Samsung Pay :  Yes    Screen Material :  Super AMOLED    Screen Type :  Normal Screen    Touch Screen :  Yes,Yes    Wi-fi :  Yes    Wireless Charging :  No",13MP|48MP|4GB|5MP|64GB|8MP|C0dejunky
